Date,Close,Adj. Close,P/E (LTM),EPS - Est High (NTM),EPS - Est Low (NTM),Volume,SI (%),Vol,# Buys,# Sell,# Hold,Total Rec,% Buy,% Sell,% Hold,Rating,Mkt Cap,EPS - Est Avg (NTM),std_5days,std_10days,std_15days
3/28/2003,24.67,15.59249741,33.32680396,1.295,0.945,39582173.0,0.953692248,0.356617794,11.0,0.0,4.0,15.0,0.7333333333333333,0.0,0.2666666666666666,4.25,264003.1754,27.18,0.604003311249202,0.7088143464813456,1.2524661386925513
3/31/2003,24.21,15.3017577,32.70538808,1.295,0.945,71461181.0,0.953692248,0.363687618,11.0,0.0,3.0,14.0,0.7857142857142857,0.0,0.2142857142857142,4.2963,259080.5382,26.03,0.3113197712963301,0.5304756775239028,1.1953290043211653
4/1/2003,24.35,15.3902437,32.89451465,1.29,0.945,49803234.0,0.953692248,0.362897646,11.0,0.0,3.0,14.0,0.7857142857142857,0.0,0.2142857142857142,4.30769,260578.7321,25.54,0.5035076960682915,0.5266621202335403,1.0768154106305443
4/2/2003,25.72,16.25614242,34.74525326,1.29,0.945,68328205.0,0.953692248,0.397383573,11.0,0.0,3.0,14.0,0.7857142857142857,0.0,0.2142857142857142,4.30769,275239.63,26.38,0.4420180991769447,0.5352952352570384,0.8960803535397923
4/3/2003,25.73,16.26246285,34.7587623,1.29,0.945,57710342.0,0.953692248,0.395735584,11.0,0.0,3.0,14.0,0.7857142857142857,0.0,0.2142857142857142,4.30769,275346.6438,26.65,0.6065228767326083,0.5543088689730855,0.745045220743265
4/4/2003,25.09,15.85795542,33.89418368,1.29,0.945,55755448.0,0.953692248,0.40711661,11.0,0.0,3.0,14.0,0.7857142857142857,0.0,0.2142857142857142,4.32,268497.7572,26.22,0.7393104895779572,0.5699283483230339,0.7231103452645183
4/7/2003,25.171,15.90915089,34.00360691,1.3,0.945,65658301.0,0.953692248,0.405856626,11.0,0.0,3.0,14.0,0.7857142857142857,0.0,0.2142857142857142,4.32,269364.5694,26.82,0.7252585745787491,0.6148521863920714,0.7121061986075093
4/8/2003,25.58,16.16765642,34.55612669,1.3,0.945,54145573.0,0.953692248,0.39355425,11.0,0.0,4.0,15.0,0.7333333333333333,0.0,0.2666666666666666,4.26923,273741.436,26.52,0.5670089946376505,0.5673369467178307,0.7034917469986678
4/9/2003,24.57,15.52929313,33.19171355,1.3,0.945,76927109.0,0.953692248,0.42235666,11.0,0.0,3.0,14.0,0.7857142857142857,0.0,0.2142857142857142,4.30769,262933.0369,25.06,0.3063106266520963,0.5408459320566459,0.6839495038447819
4/10/2003,24.59,15.54193398,33.21873164,1.32,0.945,51638640.0,0.953692248,0.414458823,11.0,0.0,3.0,14.0,0.7857142857142857,0.0,0.2142857142857142,4.30769,263147.0646,25.67,0.4558412004196195,0.4782362154602866,0.6614153438973551
4/11/2003,24.2,15.29543727,32.69187904,1.32,0.945,71742754.0,0.953692248,0.374845252,11.0,0.0,3.0,14.0,0.7857142857142857,0.0,0.2142857142857142,4.30769,258973.5243,25.75,0.4262454691841303,0.438926075780421,0.622644414306164
4/14/2003,24.75,15.64306084,33.43487629,1.32,0.945,51950691.0,0.953692248,0.382545251,11.0,0.0,3.0,14.0,0.7857142857142857,0.0,0.2142857142857142,4.30769,264859.2862,25.05,0.5478541776786953,0.4463333208862332,0.5319560221708265
4/15/2003,24.61,15.55457484,36.23097726,1.13,0.965,64352120.0,0.953692248,0.350349619,11.0,0.0,3.0,14.0,0.7857142857142857,0.0,0.2142857142857142,4.30769,263868.42,25.13,0.5120253899954567,0.514372325158429,0.5289553676373654
4/16/2003,24.92,15.75050813,36.68736097,1.33,0.94,86373961.0,0.953692248,0.35351333,11.0,0.0,4.0,15.0,0.7333333333333333,0.0,0.2666666666666666,4.25,267192.24,24.38,0.2048902145052323,0.5344249245684558,0.5146688903233478
4/17/2003,25.5,16.11709299,37.54124016,1.33,0.94,58519200.0,0.953692248,0.36160595,11.0,0.0,4.0,15.0,0.7333333333333333,0.0,0.2666666666666666,4.25,273411.0,24.99,0.2665145399410704,0.5349984423653333,0.5057089036571284
4/21/2003,25.21,15.93380056,37.11430056,1.33,0.94,41678747.0,0.953692248,0.36323324,11.0,0.0,4.0,15.0,0.7333333333333333,0.0,0.2666666666666666,4.25,270301.62,25.25,0.4751105134597638,0.5080518346258247,0.5294884953109616
4/22/2003,25.74,16.26878328,37.89456948,1.33,0.94,58986853.0,0.953692248,0.368671704,11.0,0.0,4.0,15.0,0.7333333333333333,0.0,0.2666666666666666,4.25,275984.28,25.58,0.3588453705985353,0.4186871014121265,0.530308598387589
4/23/2003,25.72,16.25614242,37.86512537,1.33,0.94,55821379.0,0.953692248,0.325029857,11.0,0.0,4.0,15.0,0.7333333333333333,0.0,0.2666666666666666,4.25,275769.84,25.43,0.4494774744077833,0.4007521955301328,0.5256028466256171
4/24/2003,25.49,16.11077256,37.5265181,1.33,0.94,51884817.0,0.953692248,0.3256529,11.0,0.0,4.0,15.0,0.7333333333333333,0.0,0.2666666666666666,4.25,273303.78,25.12,0.3510270644836364,0.2918068044290787,0.5144248475817663
4/25/2003,25.21,15.93380056,37.11430056,1.33,0.94,53778522.0,0.953692248,0.326278909,11.0,0.0,4.0,15.0,0.7333333333333333,0.0,0.2666666666666666,4.25,270301.62,28.97,0.215104625705724,0.2179727047132273,0.4991038349835009
4/28/2003,25.74,16.26878328,37.89456948,1.33,0.94,56394043.0,0.953692248,0.332533609,11.0,0.0,4.0,15.0,0.7333333333333333,0.0,0.2666666666666666,4.24138,275984.28,29.11,0.260249879923122,0.2784889584884825,0.4713476828151781
4/29/2003,25.809,16.31239423,37.99615165,1.33,0.94,66023242.0,0.953692248,0.327277248,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,276724.098,28.89,0.2322713929867378,0.2426210808831103,0.500329006040739
4/30/2003,25.56,16.15501556,37.62957249,1.33,0.94,55690962.0,0.953692248,0.321382042,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,274054.32,28.69,0.2458092756589951,0.3255069379700938,0.5299927852159424
5/1/2003,25.71,16.24982199,37.85040331,1.33,0.94,42214792.0,0.953692248,0.321392822,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,275662.62,28.66,0.2354701679618883,0.3328524698220917,0.5289277293327913
5/2/2003,26.13,16.51527999,38.46872962,1.33,0.94,52815510.0,0.953692248,0.265466545,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,280165.86,29.43,0.2392241626592094,0.3167629502745963,0.5176302872569515
5/5/2003,25.86,16.34462842,38.07123414,1.33,0.94,50537557.0,0.953692248,0.268262464,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,277270.92,29.96,0.2108084438536559,0.2780481373191821,0.5298261799424229
5/6/2003,26.38,16.67329071,38.83678099,1.33,0.94,54468151.0,0.953692248,0.259753428,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,282846.36,30.88,0.2105521313119388,0.2824458453501407,0.4369593748142897
5/7/2003,25.99,16.42679399,38.26262085,1.33,0.94,49234538.0,0.953692248,0.26651305,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,278664.78,30.7,0.3288920795641024,0.2763673079235115,0.4492390073382823
5/8/2003,25.75,16.2751037,37.90929153,1.33,0.94,46541276.0,0.953692248,0.263493846,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,276091.5,30.45,0.2569630323606874,0.2648269875472163,0.3728350458695788
5/9/2003,26.35,16.65432942,38.79261483,1.33,0.94,59018779.0,0.953692248,0.229689364,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,282524.7,30.965,0.2454994908345022,0.2561596724267463,0.3108767478936823
5/12/2003,26.21,16.56584342,38.58650606,1.33,0.94,54013255.0,0.953692248,0.231515076,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,281397.4022,31.7,0.2860594343838359,0.2859992229981677,0.3436638307582404
5/13/2003,25.99,16.42679399,38.26262085,1.33,0.94,44622196.0,0.953692248,0.225080189,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2069,279035.4248,32.95,0.2651037532740722,0.464571487143439,0.3222245150438405
5/14/2003,25.63,16.19925856,37.73262687,1.33,0.94,45131526.0,0.953692248,0.221522012,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,275170.3708,32.6,0.2304777646542077,0.5607227478888298,0.322966266851214
5/15/2003,25.79,16.30038542,37.96817975,1.33,0.94,45697874.0,0.953692248,0.220388038,10.0,0.0,5.0,15.0,0.6666666666666666,0.0,0.3333333333333333,4.17241,276888.1726,32.63,0.3021258016125079,0.7480827345807265,0.3265675311186837
5/16/2003,25.57,16.16133599,37.64429454,1.33,0.94,60488391.0,0.953692248,0.220089808,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,274526.1951,33.05,0.2947541348310497,0.8457370224313885,0.3115272211602214
5/19/2003,24.8,15.67466299,36.51069631,1.33,0.94,55447137.0,0.953692248,0.23126243,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,266259.2741,31.56,0.2640454506330305,0.8243387922719906,0.2674772264449195
5/20/2003,24.63,15.5672157,36.26042137,1.33,0.94,52782940.0,0.953692248,0.229281318,11.0,0.0,5.0,16.0,0.6875,0.0,0.3125,4.2,264434.1097,31.48,0.4528575935103653,0.7292835144471893,0.3894341071471831
5/21/2003,24.03,15.18798998,35.37709808,1.33,0.94,109343442.0,0.953692248,0.228624307,12.0,0.0,4.0,16.0,0.75,0.0,0.25,4.26667,257992.3531,31.75,0.529036860719553,0.6482292118619083,0.4987508205029651
5/22/2003,24.16,15.27015555,35.56848479,1.33,0.94,93413313.0,0.953692248,0.230465986,12.0,0.0,4.0,16.0,0.75,0.0,0.25,4.26667,259388.067,33.0,0.7176907411970698,0.5877452206904317,0.669177177762433
5/23/2003,24.22,15.30807812,35.65681712,1.33,0.94,77053076.0,0.953692248,0.230124468,12.0,0.0,4.0,16.0,0.75,0.0,0.25,4.26667,260032.2427,32.72,0.6109582637136516,0.4400202015564487,0.7718240608794082
5/27/2003,24.79,15.66834256,36.49597425,1.33,0.94,68514305.0,0.953692248,0.244204344,12.0,0.0,4.0,16.0,0.75,0.0,0.25,4.26667,266151.9115,34.85,0.3296513309543887,0.2678616765753878,0.8252428214081683
5/28/2003,24.41,15.42816627,35.93653617,1.33,0.94,91526308.0,0.953692248,0.235942487,12.0,0.0,4.0,16.0,0.75,0.0,0.25,4.26667,262072.1323,34.86,0.326389338061156,0.2797786625173544,0.8310876407856553
5/29/2003,24.4,15.42184584,35.92181411,1.33,0.94,75491901.0,0.953692248,0.235326234,12.0,0.0,4.0,16.0,0.75,0.0,0.25,4.26667,261964.7697,35.55,0.2952456604253476,0.3036468892205767,0.8125960749058421
5/30/2003,24.61,15.55457484,36.23097726,1.33,0.94,85397900.0,0.953692248,0.236959585,12.0,0.0,4.0,16.0,0.75,0.0,0.25,4.26667,264219.3845,35.89,0.2460284536390047,0.293739283492465,0.8088604565036162
6/2/2003,24.639,15.57290408,36.27367122,1.33,0.94,66328680.0,0.953692248,0.235606413,12.0,0.0,4.0,16.0,0.75,0.0,0.25,4.26667,264530.7361,35.4,0.2189292123038861,0.3847938697825394,0.7984580377798437
6/3/2003,24.88,15.72522641,36.62847275,1.33,0.94,61069652.0,0.953692248,0.230304753,12.0,0.0,3.0,15.0,0.8,0.0,0.2,4.3,267118.175,35.23,0.165273107310294,0.4415921823985963,0.7157785438314869
6/4/2003,24.87,15.71890599,36.61375069,1.33,0.94,83566275.0,0.953692248,0.228496176,12.0,0.0,3.0,15.0,0.8,0.0,0.2,4.3,267010.8124,35.39,0.1970893198527001,0.4323734111467382,0.6214227684458117
6/5/2003,24.09,15.22591255,35.46543041,1.33,0.94,116136863.0,0.953692248,0.236594461,12.0,0.0,3.0,15.0,0.8,0.0,0.2,4.3,258636.5288,35.52,0.2006743630860709,0.458357562995916,0.5340870002251726
6/6/2003,23.67,14.96045455,34.8471041,1.33,0.94,121172563.0,0.953692248,0.238289004,12.0,0.0,3.0,15.0,0.8,0.0,0.2,4.3,254127.2991,33.35,0.3207166974137767,0.4886231108374264,0.5023752818456773
6/9/2003,23.75,15.01101798,34.96488054,1.33,0.94,73629370.0,0.953692248,0.239090256,12.0,0.0,3.0,15.0,0.8,0.0,0.2,4.3,254986.2,33.68,0.5322078541321983,0.4897324553036863,0.4577738784700625
6/10/2003,24.68,15.59881784,36.33403165,1.33,0.94,80734302.0,0.953692248,0.2653659,12.0,0.0,3.0,15.0,0.8,0.0,0.2,4.3,264970.9228,34.07,0.5901864112295364,0.563722745091355,0.396038201620572
6/11/2003,24.88,15.72522641,36.62847275,1.33,0.94,75791784.0,0.953692248,0.268006095,12.0,0.0,3.0,15.0,0.8,0.0,0.2,4.3,267118.175,34.65,0.5417748609893226,0.7105926243479996,0.3884466869100935
6/12/2003,24.99,15.79475113,36.79041535,1.33,0.94,66224396.0,0.953692248,0.268105847,12.0,0.0,3.0,15.0,0.8,0.0,0.2,4.3,268299.1637,35.201,0.5448210715455113,0.8343671520646315,0.4045725198397976
6/13/2003,24.65,15.57985656,36.28986548,1.33,0.94,55158965.0,0.953692248,0.26796558,12.0,0.0,3.0,15.0,0.8,0.0,0.2,4.3,264648.835,34.13,0.6348464381249993,0.8775719596958669,0.4167178673303805
6/16/2003,25.39,16.04756827,37.37929755,1.33,0.94,70139491.0,0.953692248,0.288282006,12.0,0.0,3.0,15.0,0.8,0.0,0.2,4.3,272593.6681,35.84,0.4902550356702106,0.8276905554345511,0.4098924016768066
6/17/2003,25.959,16.40720066,38.21698248,1.33,0.94,122234258.0,0.953692248,0.297288854,12.0,0.0,3.0,15.0,0.8,0.0,0.2,4.3,278702.6007,35.84,0.2991153623604116,0.6390305939468003,0.4605959597035538
