Date,Close,Adj. Close,P/E (LTM),EPS - Est High (NTM),EPS - Est Low (NTM),Volume,SI (%),Vol,# Buys,# Sell,# Hold,Total Rec,% Buy,% Sell,% Hold,Rating,Mkt Cap,EPS - Est Avg (NTM),std_5days,std_10days,std_15days,% change_5d,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15
1/24/2003,22.11,495.375,0.35,0.3,21761600.0,11.00347464,0.537601847,3.0,1.0,6.0,3.53846,10.53846,0.09489052480153647,0.5693431488092188,0.33576632638924475,8576.60166,0.321,50.1675,0.33759443123369215,0.3497379971731219,0.7651411323285083,-0.0004587155963303469,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1/27/2003,21.78,495.375,0.35,0.3,8225360.0,11.00347464,0.537138164,3.0,1.0,6.0,3.53846,10.53846,0.09489052480153647,0.5693431488092188,0.33576632638924475,8448.59268,0.319,50.1675,0.4333012808658657,0.35223098481914766,0.60460691677281,0.03317757009345799,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/28/2003,21.62,495.375,0.35,0.3,7990330.0,11.00347464,0.464811015,3.0,1.0,6.0,3.53846,10.53846,0.09489052480153647,0.5693431488092188,0.33576632638924475,8386.52772,0.319,50.1675,0.44241383341844087,0.3690889684976599,0.5380237204896487,0.03320683111954473,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/29/2003,22.08,495.375,0.35,0.3,7129810.0,11.00347464,0.375359987,3.0,1.0,6.0,3.53846,10.53846,0.09489052480153647,0.5693431488092188,0.33576632638924475,8564.96448,0.319,50.1675,0.3426806093142701,0.29454484661366304,0.4750608983518396,0.021256495040151122,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/30/2003,21.82,495.375,0.35,0.3,5992910.0,11.00347464,0.377981726,3.0,1.0,6.0,3.53846,10.53846,0.09489052480153647,0.5693431488092188,0.33576632638924475,8464.10892,0.319,50.1675,0.21125813593800266,0.19287589561972496,0.48463339114172016,0.01330885727397885,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1/31/2003,21.85,495.375,0.35,0.3,6272650.0,11.00347464,0.367575565,3.0,1.0,6.0,3.53846,10.53846,0.09489052480153647,0.5693431488092188,0.33576632638924475,8475.7461,0.319,50.1675,0.20861447696648375,0.1897395876223804,0.44556331386983195,-0.013116236996833973,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2/3/2003,22.16,495.375,0.35,0.3,5213330.0,11.00347464,0.353975882,3.0,1.0,6.0,3.53846,10.53846,0.09489052480153647,0.5693431488092188,0.33576632638924475,8595.99696,0.319,50.1675,0.16552945357246748,0.24595392522448822,0.4372783792418517,0.0032139577594123177,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/4/2003,22.05,495.375,0.35,0.3,4828000.0,11.00347464,0.321660073,3.0,1.0,6.0,3.53846,10.53846,0.09489052480153647,0.5693431488092188,0.33576632638924475,8553.3273,0.319,50.1675,0.21628684657186084,0.29252920082161604,0.4262538925949893,0.024976873265494873,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2/5/2003,22.17,495.375,0.35,0.3,5358660.0,11.00347464,0.321175999,3.0,1.0,6.0,3.53846,10.53846,0.09489052480153647,0.5693431488092188,0.33576632638924475,8599.87602,0.319,50.1675,0.14923136399564213,0.4499185111402581,0.426584441481737,-0.0013586956521738037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/6/2003,22.09,495.375,0.35,0.3,4048964.0,11.00347464,0.292182261,3.0,1.0,6.0,3.53846,10.53846,0.09489052480153647,0.5693431488092188,0.33576632638924475,8568.84354,0.319,50.1675,0.16688319268278642,0.47977888425583926,0.36193922141707724,0.016040329972502355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2/7/2003,21.44,495.375,0.35,0.3,6980610.0,11.00347464,0.298210567,3.0,1.0,6.0,3.53846,10.53846,0.09489052480153647,0.5693431488092188,0.33576632638924475,8316.70464,0.319,50.1675,0.12953763931768997,0.6990795535718543,0.34832661191965886,0.010983981693363773,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
